Source airport,Origin,Destination airport,Destination,lat_st,lng_st,lat_end,lng_end,distance
VIE,VIENNA,CPH,COPENHAGEN,48.2,16.3666,55.6786,12.5635,871.1559370951121
AMS,AMSTERDAM,OTP,BUCHAREST,52.35,4.9166,44.4334,26.0999,1785.2318101452124
ATH,ATHENS,OTP,BUCHAREST,37.9833,23.7333,44.4334,26.0999,743.9472057487426
BRU,BRUSSELS,OTP,BUCHAREST,50.8333,4.3333,44.4334,26.0999,1770.9660894513372
BUD,BUDAPEST,OTP,BUCHAREST,47.5,19.0833,44.4334,26.0999,640.2220879208344
CDG,PARIS,OTP,BUCHAREST,48.8667,2.3333,44.4334,26.0999,1871.2972564823208
DUB,DUBLIN,OTP,BUCHAREST,53.3331,-6.2489,44.4334,26.0999,2536.54145923102
FCO,ROME,OTP,BUCHAREST,41.896,12.4833,44.4334,26.0999,1138.339333551863
LHR,LONDON,OTP,BUCHAREST,51.5072,-0.1275,44.4334,26.0999,2090.8173844177772
MAD,MADRID,OTP,BUCHAREST,40.4,-3.6834,44.4334,26.0999,2471.495479191306
OTP,BUCHAREST,AMS,AMSTERDAM,44.4334,26.0999,52.35,4.9166,1785.2318101452124
OTP,BUCHAREST,ATH,ATHENS,44.4334,26.0999,37.9833,23.7333,743.9472057487426
OTP,BUCHAREST,BRU,BRUSSELS,44.4334,26.0999,50.8333,4.3333,1770.9660894513372
OTP,BUCHAREST,BUD,BUDAPEST,44.4334,26.0999,47.5,19.0833,640.2220879208344
OTP,BUCHAREST,CDG,PARIS,44.4334,26.0999,48.8667,2.3333,1871.2972564823208
OTP,BUCHAREST,DUB,DUBLIN,44.4334,26.0999,53.3331,-6.2489,2536.54145923102
OTP,BUCHAREST,FCO,ROME,44.4334,26.0999,41.896,12.4833,1138.339333551863
OTP,BUCHAREST,LHR,LONDON,44.4334,26.0999,51.5072,-0.1275,2090.8173844177772
OTP,BUCHAREST,MAD,MADRID,44.4334,26.0999,40.4,-3.6834,2471.495479191306
OTP,BUCHAREST,PRG,PRAGUE,44.4334,26.0999,50.0833,14.466,1077.6286697259682
OTP,BUCHAREST,SOF,SOFIA,44.4334,26.0999,42.6833,23.3167,296.89714013046955
OTP,BUCHAREST,SVO,MOSCOW,44.4334,26.0999,55.7522,37.6155,1498.6411912184278
OTP,BUCHAREST,VIE,VIENNA,44.4334,26.0999,48.2,16.3666,855.9321929057369
OTP,BUCHAREST,WAW,WARSAW,44.4334,26.0999,52.25,21.0,946.7940441186996
PRG,PRAGUE,OTP,BUCHAREST,50.0833,14.466,44.4334,26.0999,1077.6286697259682
SOF,SOFIA,OTP,BUCHAREST,42.6833,23.3167,44.4334,26.0999,296.89714013046955
SVO,MOSCOW,OTP,BUCHAREST,55.7522,37.6155,44.4334,26.0999,1498.6411912184278
VIE,VIENNA,OTP,BUCHAREST,48.2,16.3666,44.4334,26.0999,855.9321929057369
WAW,WARSAW,OTP,BUCHAREST,52.25,21.0,44.4334,26.0999,946.7940441186996
ATH,ATHENS,DME,MOSCOW,37.9833,23.7333,55.7522,37.6155,2230.4779817223516
DME,MOSCOW,ATH,ATHENS,55.7522,37.6155,37.9833,23.7333,2230.4779817223516
DME,MOSCOW,HEL,HELSINKI,55.7522,37.6155,60.1756,24.9341,892.9609011676822
DME,MOSCOW,KBP,KIEV,55.7522,37.6155,50.4334,30.5166,757.1530407863087
DME,MOSCOW,MAD,MADRID,55.7522,37.6155,40.4,-3.6834,3440.1937615182505
DME,MOSCOW,MSQ,MINSK,55.7522,37.6155,53.9,27.5666,675.1149222094627
DME,MOSCOW,VIE,VIENNA,55.7522,37.6155,48.2,16.3666,1670.432385143564
HEL,HELSINKI,DME,MOSCOW,60.1756,24.9341,55.7522,37.6155,892.9609011676822
KBP,KIEV,DME,MOSCOW,50.4334,30.5166,55.7522,37.6155,757.1530407863087
MAD,MADRID,DME,MOSCOW,40.4,-3.6834,55.7522,37.6155,3440.1937615182505
MSQ,MINSK,DME,MOSCOW,53.9,27.5666,55.7522,37.6155,675.1149222094627
VIE,VIENNA,DME,MOSCOW,48.2,16.3666,55.7522,37.6155,1670.432385143564
AMS,AMSTERDAM,ARN,STOCKHOLM,52.35,4.9166,59.3508,18.0973,1128.9434095631216
AMS,AMSTERDAM,CPH,COPENHAGEN,52.35,4.9166,55.6786,12.5635,621.2079945037791
AMS,AMSTERDAM,OSL,OSLO,52.35,4.9166,59.9167,10.75,914.8994254225597
ARN,STOCKHOLM,AMS,AMSTERDAM,59.3508,18.0973,52.35,4.9166,1128.9434095631216
ARN,STOCKHOLM,ATH,ATHENS,59.3508,18.0973,37.9833,23.7333,2409.693630406002
ARN,STOCKHOLM,BRU,BRUSSELS,59.3508,18.0973,50.8333,4.3333,1285.105537093632
ARN,STOCKHOLM,CDG,PARIS,59.3508,18.0973,48.8667,2.3333,1546.2341727792061
ARN,STOCKHOLM,CPH,COPENHAGEN,59.3508,18.0973,55.6786,12.5635,524.9556100672223
ARN,STOCKHOLM,DUB,DUBLIN,59.3508,18.0973,53.3331,-6.2489,1630.7961014109178
ARN,STOCKHOLM,FCO,ROME,59.3508,18.0973,41.896,12.4833,1979.177601360384
ARN,STOCKHOLM,HEL,HELSINKI,59.3508,18.0973,60.1756,24.9341,393.4626154715215
ARN,STOCKHOLM,LHR,LONDON,59.3508,18.0973,51.5072,-0.1275,1435.3698647024166
ARN,STOCKHOLM,MAD,MADRID,59.3508,18.0973,40.4,-3.6834,2596.6836792252475
ARN,STOCKHOLM,OSL,OSLO,59.3508,18.0973,59.9167,10.75,417.5472160316673
ARN,STOCKHOLM,PRG,PRAGUE,59.3508,18.0973,50.0833,14.466,1056.163716770409
ARN,STOCKHOLM,RIX,RIGA,59.3508,18.0973,56.95,24.1,441.6813037537028
ARN,STOCKHOLM,SVO,MOSCOW,59.3508,18.0973,55.7522,37.6155,1225.9783245774286
ARN,STOCKHOLM,TLL,TALLINN,59.3508,18.0973,59.4339,24.728,375.35929113506296
ARN,STOCKHOLM,TXL,BERLIN,59.3508,18.0973,52.5218,13.4015,813.2331238329539
ARN,STOCKHOLM,VNO,VILNIUS,59.3508,18.0973,54.6834,25.3166,677.7109170819184
ATH,ATHENS,ARN,STOCKHOLM,37.9833,23.7333,59.3508,18.0973,2409.693630406002
ATH,ATHENS,CPH,COPENHAGEN,37.9833,23.7333,55.6786,12.5635,2137.0379547710695
ATH,ATHENS,OSL,OSLO,37.9833,23.7333,59.9167,10.75,2605.7465996467836
BRU,BRUSSELS,ARN,STOCKHOLM,50.8333,4.3333,59.3508,18.0973,1285.105537093632
BRU,BRUSSELS,CPH,COPENHAGEN,50.8333,4.3333,55.6786,12.5635,767.1664033498072
BRU,BRUSSELS,OSL,OSLO,50.8333,4.3333,59.9167,10.75,1087.1466407821215
BUD,BUDAPEST,CPH,COPENHAGEN,47.5,19.0833,55.6786,12.5635,1013.8020683451797
CDG,PARIS,ARN,STOCKHOLM,48.8667,2.3333,59.3508,18.0973,1546.2341727792061
CDG,PARIS,CPH,COPENHAGEN,48.8667,2.3333,55.6786,12.5635,1026.6470822490805
CDG,PARIS,OSL,OSLO,48.8667,2.3333,59.9167,10.75,1341.6320292993676
CPH,COPENHAGEN,AMS,AMSTERDAM,55.6786,12.5635,52.35,4.9166,621.2079945037791
CPH,COPENHAGEN,ARN,STOCKHOLM,55.6786,12.5635,59.3508,18.0973,524.9556100672223
CPH,COPENHAGEN,ATH,ATHENS,55.6786,12.5635,37.9833,23.7333,2137.0379547710695
CPH,COPENHAGEN,BRU,BRUSSELS,55.6786,12.5635,50.8333,4.3333,767.1664033498072
CPH,COPENHAGEN,BUD,BUDAPEST,55.6786,12.5635,47.5,19.0833,1013.8020683451797
CPH,COPENHAGEN,CDG,PARIS,55.6786,12.5635,48.8667,2.3333,1026.6470822490805
CPH,COPENHAGEN,DUB,DUBLIN,55.6786,12.5635,53.3331,-6.2489,1238.1349408535643
CPH,COPENHAGEN,FCO,ROME,55.6786,12.5635,41.896,12.4833,1532.5661911207985
CPH,COPENHAGEN,HEL,HELSINKI,55.6786,12.5635,60.1756,24.9341,883.0035238586202
CPH,COPENHAGEN,LHR,LONDON,55.6786,12.5635,51.5072,-0.1275,955.3922362927304
CPH,COPENHAGEN,LJU,LJUBLJANA,55.6786,12.5635,46.0553,14.515,1078.6766420200383
CPH,COPENHAGEN,LUX,LUXEMBOURG,55.6786,12.5635,49.6117,6.13,801.4298287217545
CPH,COPENHAGEN,MAD,MADRID,55.6786,12.5635,40.4,-3.6834,2073.4098959665853
CPH,COPENHAGEN,OSL,OSLO,55.6786,12.5635,59.9167,10.75,483.30516869773044
CPH,COPENHAGEN,OTP,BUCHAREST,55.6786,12.5635,44.4334,26.0999,1574.4890688799778
CPH,COPENHAGEN,PRG,PRAGUE,55.6786,12.5635,50.0833,14.466,635.0672902906039
CPH,COPENHAGEN,RIX,RIGA,55.6786,12.5635,56.95,24.1,724.469834205094
CPH,COPENHAGEN,SVO,MOSCOW,55.6786,12.5635,55.7522,37.6155,1560.6202903778549
CPH,COPENHAGEN,TLL,TALLINN,55.6786,12.5635,59.4339,24.728,835.4248623134152
CPH,COPENHAGEN,TRF,OSLO,55.6786,12.5635,59.9167,10.75,483.30516869773044
CPH,COPENHAGEN,TXL,BERLIN,55.6786,12.5635,52.5218,13.4015,355.2399396172596
CPH,COPENHAGEN,VNO,VILNIUS,55.6786,12.5635,54.6834,25.3166,816.0404898872358
CPH,COPENHAGEN,WAW,WARSAW,55.6786,12.5635,52.25,21.0,670.0319869658913
CPH,COPENHAGEN,ZAG,ZAGREB,55.6786,12.5635,45.8,16.0,1124.3953314502771
DUB,DUBLIN,ARN,STOCKHOLM,53.3331,-6.2489,59.3508,18.0973,1630.7961014109178
DUB,DUBLIN,CPH,COPENHAGEN,53.3331,-6.2489,55.6786,12.5635,1238.1349408535643
DUB,DUBLIN,OSL,OSLO,53.3331,-6.2489,59.9167,10.75,1265.7925253687547
FCO,ROME,ARN,STOCKHOLM,41.896,12.4833,59.3508,18.0973,1979.177601360384
FCO,ROME,CPH,COPENHAGEN,41.896,12.4833,55.6786,12.5635,1532.5661911207985
FCO,ROME,OSL,OSLO,41.896,12.4833,59.9167,10.75,2007.3232485320455
HEL,HELSINKI,ARN,STOCKHOLM,60.1756,24.9341,59.3508,18.0973,393.4626154715215
HEL,HELSINKI,CPH,COPENHAGEN,60.1756,24.9341,55.6786,12.5635,883.0035238586202
HEL,HELSINKI,OSL,OSLO,60.1756,24.9341,59.9167,10.75,786.508826452716
KEF,REYKJAVIK,OSL,OSLO,64.15,-21.95,59.9167,10.75,1747.147486866208
LHR,LONDON,ARN,STOCKHOLM,51.5072,-0.1275,59.3508,18.0973,1435.3698647024166
LHR,LONDON,CPH,COPENHAGEN,51.5072,-0.1275,55.6786,12.5635,955.3922362927304
LHR,LONDON,OSL,OSLO,51.5072,-0.1275,59.9167,10.75,1153.9172411758855
LJU,LJUBLJANA,CPH,COPENHAGEN,46.0553,14.515,55.6786,12.5635,1078.6766420200383
LUX,LUXEMBOURG,CPH,COPENHAGEN,49.6117,6.13,55.6786,12.5635,801.4298287217545
MAD,MADRID,ARN,STOCKHOLM,40.4,-3.6834,59.3508,18.0973,2596.6836792252475
MAD,MADRID,CPH,COPENHAGEN,40.4,-3.6834,55.6786,12.5635,2073.4098959665853
OSL,OSLO,AMS,AMSTERDAM,59.9167,10.75,52.35,4.9166,914.8994254225597
OSL,OSLO,ARN,STOCKHOLM,59.9167,10.75,59.3508,18.0973,417.5472160316673
OSL,OSLO,ATH,ATHENS,59.9167,10.75,37.9833,23.7333,2605.7465996467836
OSL,OSLO,BRU,BRUSSELS,59.9167,10.75,50.8333,4.3333,1087.1466407821215
OSL,OSLO,CDG,PARIS,59.9167,10.75,48.8667,2.3333,1341.6320292993676
OSL,OSLO,CPH,COPENHAGEN,59.9167,10.75,55.6786,12.5635,483.30516869773044
OSL,OSLO,DUB,DUBLIN,59.9167,10.75,53.3331,-6.2489,1265.7925253687547
OSL,OSLO,FCO,ROME,59.9167,10.75,41.896,12.4833,2007.3232485320455
OSL,OSLO,HEL,HELSINKI,59.9167,10.75,60.1756,24.9341,786.508826452716
OSL,OSLO,KEF,REYKJAVIK,59.9167,10.75,64.15,-21.95,1747.147486866208
OSL,OSLO,LHR,LONDON,59.9167,10.75,51.5072,-0.1275,1153.9172411758855
OSL,OSLO,PRG,PRAGUE,59.9167,10.75,50.0833,14.466,1118.3692021476174
OSL,OSLO,RIX,RIGA,59.9167,10.75,56.95,24.1,842.3252733484843
OSL,OSLO,SVO,MOSCOW,59.9167,10.75,55.7522,37.6155,1643.4457957980237
OSL,OSLO,TLL,TALLINN,59.9167,10.75,59.4339,24.728,785.1205106132865
OSL,OSLO,TXL,BERLIN,59.9167,10.75,52.5218,13.4015,838.2836554953195
OTP,BUCHAREST,CPH,COPENHAGEN,44.4334,26.0999,55.6786,12.5635,1574.4890688799778
PRG,PRAGUE,ARN,STOCKHOLM,50.0833,14.466,59.3508,18.0973,1056.163716770409
PRG,PRAGUE,CPH,COPENHAGEN,50.0833,14.466,55.6786,12.5635,635.0672902906039
PRG,PRAGUE,OSL,OSLO,50.0833,14.466,59.9167,10.75,1118.3692021476174
RIX,RIGA,ARN,STOCKHOLM,56.95,24.1,59.3508,18.0973,441.6813037537028
RIX,RIGA,CPH,COPENHAGEN,56.95,24.1,55.6786,12.5635,724.469834205094
RIX,RIGA,OSL,OSLO,56.95,24.1,59.9167,10.75,842.3252733484843
SVO,MOSCOW,ARN,STOCKHOLM,55.7522,37.6155,59.3508,18.0973,1225.9783245774286
SVO,MOSCOW,CPH,COPENHAGEN,55.7522,37.6155,55.6786,12.5635,1560.6202903778549
SVO,MOSCOW,OSL,OSLO,55.7522,37.6155,59.9167,10.75,1643.4457957980237
TLL,TALLINN,ARN,STOCKHOLM,59.4339,24.728,59.3508,18.0973,375.35929113506296
TLL,TALLINN,CPH,COPENHAGEN,59.4339,24.728,55.6786,12.5635,835.4248623134152
TLL,TALLINN,OSL,OSLO,59.4339,24.728,59.9167,10.75,785.1205106132865
TRF,OSLO,CPH,COPENHAGEN,59.9167,10.75,55.6786,12.5635,483.30516869773044
TXL,BERLIN,ARN,STOCKHOLM,52.5218,13.4015,59.3508,18.0973,813.2331238329539
TXL,BERLIN,CPH,COPENHAGEN,52.5218,13.4015,55.6786,12.5635,355.2399396172596
TXL,BERLIN,OSL,OSLO,52.5218,13.4015,59.9167,10.75,838.2836554953195
VNO,VILNIUS,ARN,STOCKHOLM,54.6834,25.3166,59.3508,18.0973,677.7109170819184
VNO,VILNIUS,CPH,COPENHAGEN,54.6834,25.3166,55.6786,12.5635,816.0404898872358
WAW,WARSAW,CPH,COPENHAGEN,52.25,21.0,55.6786,12.5635,670.0319869658913
ZAG,ZAGREB,CPH,COPENHAGEN,45.8,16.0,55.6786,12.5635,1124.3953314502771
ATH,ATHENS,BRU,BRUSSELS,37.9833,23.7333,50.8333,4.3333,2089.6265144272525
BMA,STOCKHOLM,BRU,BRUSSELS,59.3508,18.0973,50.8333,4.3333,1285.105537093632
BRU,BRUSSELS,ATH,ATHENS,50.8333,4.3333,37.9833,23.7333,2089.6265144272525
BRU,BRUSSELS,BMA,STOCKHOLM,50.8333,4.3333,59.3508,18.0973,1285.105537093632
BRU,BRUSSELS,BUD,BUDAPEST,50.8333,4.3333,47.5,19.0833,1132.3351283472618
BRU,BRUSSELS,CDG,PARIS,50.8333,4.3333,48.8667,2.3333,261.475680169513
BRU,BRUSSELS,CPH,COPENHAGEN,50.8333,4.3333,55.6786,12.5635,767.1664033498072
BRU,BRUSSELS,DME,MOSCOW,50.8333,4.3333,55.7522,37.6155,2254.8900414742966
BRU,BRUSSELS,FCO,ROME,50.8333,4.3333,41.896,12.4833,1172.5716529501137
BRU,BRUSSELS,KBP,KIEV,50.8333,4.3333,50.4334,30.5166,1837.5241807444324
BRU,BRUSSELS,LHR,LONDON,50.8333,4.3333,51.5072,-0.1275,319.85148316790287
BRU,BRUSSELS,LJU,LJUBLJANA,50.8333,4.3333,46.0553,14.515,918.6295142291241
BRU,BRUSSELS,MAD,MADRID,50.8333,4.3333,40.4,-3.6834,1315.2527599388204
BRU,BRUSSELS,OSL,OSLO,50.8333,4.3333,59.9167,10.75,1087.1466407821215
BRU,BRUSSELS,OTP,BUCHAREST,50.8333,4.3333,44.4334,26.0999,1770.9660894513372
BRU,BRUSSELS,PRG,PRAGUE,50.8333,4.3333,50.0833,14.466,721.5564235620609
BRU,BRUSSELS,RIX,RIGA,50.8333,4.3333,56.95,24.1,1455.6575668696682
BRU,BRUSSELS,TLL,TALLINN,50.8333,4.3333,59.4339,24.728,1600.2239494277546
BRU,BRUSSELS,TXL,BERLIN,50.8333,4.3333,52.5218,13.4015,652.3268696868982
BRU,BRUSSELS,VIE,VIENNA,50.8333,4.3333,48.2,16.3666,915.4667683256487
BRU,BRUSSELS,VNO,VILNIUS,50.8333,4.3333,54.6834,25.3166,1469.1178761542635
BRU,BRUSSELS,ZAG,ZAGREB,50.8333,4.3333,45.8,16.0,1026.5365109185711
BUD,BUDAPEST,BRU,BRUSSELS,47.5,19.0833,50.8333,4.3333,1132.3351283472618
CDG,PARIS,BRU,BRUSSELS,48.8667,2.3333,50.8333,4.3333,261.475680169513
CPH,COPENHAGEN,BRU,BRUSSELS,55.6786,12.5635,50.8333,4.3333,767.1664033498072
DME,MOSCOW,BRU,BRUSSELS,55.7522,37.6155,50.8333,4.3333,2254.8900414742966
FCO,ROME,BRU,BRUSSELS,41.896,12.4833,50.8333,4.3333,1172.5716529501137
KBP,KIEV,BRU,BRUSSELS,50.4334,30.5166,50.8333,4.3333,1837.5241807444324
LHR,LONDON,BRU,BRUSSELS,51.5072,-0.1275,50.8333,4.3333,319.85148316790287
LJU,LJUBLJANA,BRU,BRUSSELS,46.0553,14.515,50.8333,4.3333,918.6295142291241
MAD,MADRID,BRU,BRUSSELS,40.4,-3.6834,50.8333,4.3333,1315.2527599388204
OSL,OSLO,BRU,BRUSSELS,59.9167,10.75,50.8333,4.3333,1087.1466407821215
OTP,BUCHAREST,BRU,BRUSSELS,44.4334,26.0999,50.8333,4.3333,1770.9660894513372
PRG,PRAGUE,BRU,BRUSSELS,50.0833,14.466,50.8333,4.3333,721.5564235620609
RIX,RIGA,BRU,BRUSSELS,56.95,24.1,50.8333,4.3333,1455.6575668696682
TLL,TALLINN,BRU,BRUSSELS,59.4339,24.728,50.8333,4.3333,1600.2239494277546
TXL,BERLIN,BRU,BRUSSELS,52.5218,13.4015,50.8333,4.3333,652.3268696868982
VIE,VIENNA,BRU,BRUSSELS,48.2,16.3666,50.8333,4.3333,915.4667683256487
VNO,VILNIUS,BRU,BRUSSELS,54.6834,25.3166,50.8333,4.3333,1469.1178761542635
ZAG,ZAGREB,BRU,BRUSSELS,45.8,16.0,50.8333,4.3333,1026.5365109185711
SKP,SKOPJE,SXF,BERLIN,42.0,21.4335,52.5218,13.4015,1315.7597722871888
SXF,BERLIN,SKP,SKOPJE,52.5218,13.4015,42.0,21.4335,1315.7597722871888
AMS,AMSTERDAM,SVO,MOSCOW,52.35,4.9166,55.7522,37.6155,2146.8803199235495
ARN,STOCKHOLM,SVO,MOSCOW,59.3508,18.0973,55.7522,37.6155,1225.9783245774286
ATH,ATHENS,SVO,MOSCOW,37.9833,23.7333,55.7522,37.6155,2230.4779817223516
BRU,BRUSSELS,SVO,MOSCOW,50.8333,4.3333,55.7522,37.6155,2254.8900414742966
BUD,BUDAPEST,SVO,MOSCOW,47.5,19.0833,55.7522,37.6155,1566.3191865235008
CDG,PARIS,SVO,MOSCOW,48.8667,2.3333,55.7522,37.6155,2486.7116501615833
CPH,COPENHAGEN,SVO,MOSCOW,55.6786,12.5635,55.7522,37.6155,1560.6202903778549
FCO,ROME,SVO,MOSCOW,41.896,12.4833,55.7522,37.6155,2376.314387865792
HEL,HELSINKI,SVO,MOSCOW,60.1756,24.9341,55.7522,37.6155,892.9609011676822
KBP,KIEV,SVO,MOSCOW,50.4334,30.5166,55.7522,37.6155,757.1530407863087
LHR,LONDON,SVO,MOSCOW,51.5072,-0.1275,55.7522,37.6155,2500.4499605294227
LJU,LJUBLJANA,SVO,MOSCOW,46.0553,14.515,55.7522,37.6155,1931.429790113138
MAD,MADRID,SVO,MOSCOW,40.4,-3.6834,55.7522,37.6155,3440.1937615182505
MSQ,MINSK,SVO,MOSCOW,53.9,27.5666,55.7522,37.6155,675.1149222094627
OSL,OSLO,SVO,MOSCOW,59.9167,10.75,55.7522,37.6155,1643.4457957980237
OTP,BUCHAREST,SVO,MOSCOW,44.4334,26.0999,55.7522,37.6155,1498.6411912184278
PRG,PRAGUE,SVO,MOSCOW,50.0833,14.466,55.7522,37.6155,1665.2829873444934
RIX,RIGA,SVO,MOSCOW,56.95,24.1,55.7522,37.6155,841.8802693696861
SOF,SOFIA,SVO,MOSCOW,42.6833,23.3167,55.7522,37.6155,1778.6320623633492
SVO,MOSCOW,AMS,AMSTERDAM,55.7522,37.6155,52.35,4.9166,2146.8803199235495
SVO,MOSCOW,ARN,STOCKHOLM,55.7522,37.6155,59.3508,18.0973,1225.9783245774286
SVO,MOSCOW,ATH,ATHENS,55.7522,37.6155,37.9833,23.7333,2230.4779817223516
SVO,MOSCOW,BRU,BRUSSELS,55.7522,37.6155,50.8333,4.3333,2254.8900414742966
SVO,MOSCOW,BUD,BUDAPEST,55.7522,37.6155,47.5,19.0833,1566.3191865235008
SVO,MOSCOW,CDG,PARIS,55.7522,37.6155,48.8667,2.3333,2486.7116501615833
SVO,MOSCOW,CPH,COPENHAGEN,55.7522,37.6155,55.6786,12.5635,1560.6202903778549
SVO,MOSCOW,FCO,ROME,55.7522,37.6155,41.896,12.4833,2376.314387865792
SVO,MOSCOW,HEL,HELSINKI,55.7522,37.6155,60.1756,24.9341,892.9609011676822
SVO,MOSCOW,KBP,KIEV,55.7522,37.6155,50.4334,30.5166,757.1530407863087
SVO,MOSCOW,LHR,LONDON,55.7522,37.6155,51.5072,-0.1275,2500.4499605294227
SVO,MOSCOW,LJU,LJUBLJANA,55.7522,37.6155,46.0553,14.515,1931.429790113138
SVO,MOSCOW,MAD,MADRID,55.7522,37.6155,40.4,-3.6834,3440.1937615182505
SVO,MOSCOW,MSQ,MINSK,55.7522,37.6155,53.9,27.5666,675.1149222094627
SVO,MOSCOW,OSL,OSLO,55.7522,37.6155,59.9167,10.75,1643.4457957980237
SVO,MOSCOW,OTP,BUCHAREST,55.7522,37.6155,44.4334,26.0999,1498.6411912184278
SVO,MOSCOW,PRG,PRAGUE,55.7522,37.6155,50.0833,14.466,1665.2829873444934
SVO,MOSCOW,RIX,RIGA,55.7522,37.6155,56.95,24.1,841.8802693696861
SVO,MOSCOW,SOF,SOFIA,55.7522,37.6155,42.6833,23.3167,1778.6320623633492
SVO,MOSCOW,SXF,BERLIN,55.7522,37.6155,52.5218,13.4015,1608.8414689723143
SVO,MOSCOW,TFS,SOFIA,55.7522,37.6155,42.6833,23.3167,1778.6320623633492
SVO,MOSCOW,TLL,TALLINN,55.7522,37.6155,59.4339,24.728,868.2952809339782
SVO,MOSCOW,TXL,BERLIN,55.7522,37.6155,52.5218,13.4015,1608.8414689723143
SVO,MOSCOW,VIE,VIENNA,55.7522,37.6155,48.2,16.3666,1670.432385143564
SVO,MOSCOW,VNO,VILNIUS,55.7522,37.6155,54.6834,25.3166,788.0645526776968
SVO,MOSCOW,WAW,WARSAW,55.7522,37.6155,52.25,21.0,1150.2408525292806
SVO,MOSCOW,ZAG,ZAGREB,55.7522,37.6155,45.8,16.0,1867.1533227364619
SXF,BERLIN,SVO,MOSCOW,52.5218,13.4015,55.7522,37.6155,1608.8414689723143
TFS,SOFIA,SVO,MOSCOW,42.6833,23.3167,55.7522,37.6155,1778.6320623633492
TLL,TALLINN,SVO,MOSCOW,59.4339,24.728,55.7522,37.6155,868.2952809339782
TXL,BERLIN,SVO,MOSCOW,52.5218,13.4015,55.7522,37.6155,1608.8414689723143
VIE,VIENNA,SVO,MOSCOW,48.2,16.3666,55.7522,37.6155,1670.432385143564
VNO,VILNIUS,SVO,MOSCOW,54.6834,25.3166,55.7522,37.6155,788.0645526776968
WAW,WARSAW,SVO,MOSCOW,52.25,21.0,55.7522,37.6155,1150.2408525292806
ZAG,ZAGREB,SVO,MOSCOW,45.8,16.0,55.7522,37.6155,1867.1533227364619
AMS,AMSTERDAM,BRN,BERN,52.35,4.9166,46.9167,7.467,631.3532359879541
BRN,BERN,AMS,AMSTERDAM,46.9167,7.467,52.35,4.9166,631.3532359879541
BRN,BERN,LCY,LONDON,46.9167,7.467,51.5072,-0.1275,750.8690594666099
BRN,BERN,TXL,BERLIN,46.9167,7.467,52.5218,13.4015,754.7352445453507
BRN,BERN,VIE,VIENNA,46.9167,7.467,48.2,16.3666,682.4689958080035
LCY,LONDON,BRN,BERN,51.5072,-0.1275,46.9167,7.467,750.8690594666099
TXL,BERLIN,BRN,BERN,52.5218,13.4015,46.9167,7.467,754.7352445453507
VIE,VIENNA,BRN,BERN,48.2,16.3666,46.9167,7.467,682.4689958080035
LGW,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
TFS,SOFIA,LGW,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
BMA,STOCKHOLM,BRU,BRUSSELS,59.3508,18.0973,50.8333,4.3333,1285.105537093632
BMA,STOCKHOLM,HEL,HELSINKI,59.3508,18.0973,60.1756,24.9341,393.4626154715215
BRU,BRUSSELS,BMA,STOCKHOLM,50.8333,4.3333,59.3508,18.0973,1285.105537093632
BRU,BRUSSELS,CPH,COPENHAGEN,50.8333,4.3333,55.6786,12.5635,767.1664033498072
CPH,COPENHAGEN,BRU,BRUSSELS,55.6786,12.5635,50.8333,4.3333,767.1664033498072
HEL,HELSINKI,BMA,STOCKHOLM,60.1756,24.9341,59.3508,18.0973,393.4626154715215
ARN,STOCKHOLM,LHR,LONDON,59.3508,18.0973,51.5072,-0.1275,1435.3698647024166
LHR,LONDON,ARN,STOCKHOLM,51.5072,-0.1275,59.3508,18.0973,1435.3698647024166
TLL,TALLINN,VNO,VILNIUS,59.4339,24.728,54.6834,25.3166,529.4235045608855
VNO,VILNIUS,TLL,TALLINN,54.6834,25.3166,59.4339,24.728,529.4235045608855
ATH,ATHENS,ORY,PARIS,37.9833,23.7333,48.8667,2.3333,2098.0055791397026
BUD,BUDAPEST,ORY,PARIS,47.5,19.0833,48.8667,2.3333,1248.5096207757917
LGW,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
LTN,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
ORY,PARIS,ATH,ATHENS,48.8667,2.3333,37.9833,23.7333,2098.0055791397026
ORY,PARIS,BUD,BUDAPEST,48.8667,2.3333,47.5,19.0833,1248.5096207757917
ORY,PARIS,PRG,PRAGUE,48.8667,2.3333,50.0833,14.466,885.971442638563
PRG,PRAGUE,ORY,PARIS,50.0833,14.466,48.8667,2.3333,885.971442638563
STN,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
TFS,SOFIA,LGW,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TFS,SOFIA,LTN,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
TFS,SOFIA,STN,LONDON,42.6833,23.3167,51.5072,-0.1275,2015.1404747788715
LGW,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
STN,LONDON,TFS,SOFIA,51.5072,-0.1275,42.6833,23.3167,2015.1404747788715
